1,74,10801,172217252,54244,443,0,1,0,1,0,0
2,54,172217252,10801,443,54244,0,1,1,1,1,0
3,54,10801,172217252,54244,443,0,2,1,2,1,0
4,571,10801,172217252,54244,443,0,3,1,3,1,0
5,54,172217252,10801,443,54244,0,2,3,2,3,0
6,2806,172217252,10801,443,54244,0,3,3,3,3,0
7,54,10801,172217252,54244,443,0,4,3,4,3,0
8,72,172217252,10801,443,54244,0,4,4,4,4,0
9,54,10801,172217252,54244,443,0,5,4,5,4,0
10,147,10801,172217252,54244,443,0,6,4,6,4,0
11,54,172217252,10801,443,54244,0,5,6,5,6,0
12,147,10801,172217252,54244,443,0,7,5,7,5,0
13,54,172217252,10801,443,54244,0,6,7,6,7,0
14,566,10801,172217252,54244,443,0,8,6,8,6,0
15,54,172217252,10801,443,54244,0,7,8,7,8,0
16,338,172217252,10801,443,54244,0,8,8,8,8,0
17,54,10801,172217252,54244,443,0,9,8,9,8,0
18,161,172217252,10801,443,54244,0,9,9,9,9,0
19,54,10801,172217252,54244,443,0,10,9,10,9,0
20,1240,172217252,10801,443,54244,0,10,10,10,10,0
21,92,10801,172217252,54244,443,0,11,10,11,10,0
22,54,172217252,10801,443,54244,0,11,11,11,11,0
23,100,10801,172217252,54244,443,0,12,11,12,11,0
24,54,172217252,10801,443,54244,0,12,12,12,12,0
25,74,10801,527966177,39098,80,0,1,0,1,0,0
26,54,527966177,10801,80,39098,0,1,1,1,1,0
27,54,10801,527966177,39098,80,0,2,1,2,1,0
28,372,10801,527966177,39098,80,1,3,1,3,1,0
29,54,527966177,10801,80,39098,1,2,3,2,3,0
30,204,527966177,10801,80,39098,1,3,3,3,3,0
31,54,10801,527966177,39098,80,1,4,3,4,3,0
32,501,10801,527966177,39098,80,2,5,3,5,3,0
33,54,527966177,10801,80,39098,2,4,5,4,5,0
34,387,527966177,10801,80,39098,2,5,5,5,5,0
35,54,10801,527966177,39098,80,2,6,5,6,5,0
36,590,10801,527966177,39098,80,3,7,5,7,5,0
37,54,527966177,10801,80,39098,3,6,7,6,7,0
38,202,10801,527966177,39098,80,3,8,6,8,6,0
39,54,527966177,10801,80,39098,3,7,8,7,8,0
40,11924,527966177,10801,80,39098,3,8,8,8,8,0
41,54,10801,527966177,39098,80,3,9,8,9,8,0
42,74,10801,1.51E+11,57044,443,3,1,0,1,0,0
43,54,1.51E+11,10801,443,57044,3,1,1,1,1,0
44,74,10801,17221724194,43334,443,3,1,0,1,0,0
45,54,17221724194,10801,443,43334,3,1,1,1,1,0
46,74,10801,5423018160,46744,443,3,1,0,1,0,0
47,54,5423018160,10801,443,46744,3,1,1,1,1,0
48,74,10801,5423018160,46746,443,3,1,0,2,1,0
49,54,5423018160,10801,443,46746,3,1,1,2,2,0
50,74,10801,18182170114,51844,443,3,1,0,1,0,0
51,54,18182170114,10801,443,51844,3,1,1,1,1,0
52,54,10801,1.51E+11,57044,443,3,2,1,2,1,0
53,571,10801,1.51E+11,57044,443,3,3,1,3,1,0
54,54,1.51E+11,10801,443,57044,3,2,3,2,3,0
55,54,10801,17221724194,43334,443,3,2,1,2,1,0
