1,74,10801,3113701,49176,443,0,1,0,1,0, 0
2,54,3113701,10801,443,49176,0,1,1,1,1, 0
3,54,10801,3113701,49176,443,0,2,1,2,1, 0
4,234,10801,3113701,49176,443,0,3,1,3,1, 0
5,54,3113701,10801,443,49176,0,2,3,2,3, 0
6,2806,3113701,10801,443,49176,0,3,3,3,3, 0
7,54,10801,3113701,49176,443,0,4,3,4,3, 0
8,363,3113701,10801,443,49176,0,4,4,4,4, 0
9,74,10801,104754543,40112,443,0,1,0,1,0, 0
10,54,104754543,10801,443,40112,0,1,1,1,1, 0
11,54,10801,3113701,49176,443,0,5,4,5,4, 0
12,54,10801,104754543,40112,443,0,2,1,2,1, 0
13,237,10801,104754543,40112,443,0,3,1,3,1, 0
14,54,104754543,10801,443,40112,0,2,3,2,3, 0
15,180,10801,3113701,49176,443,0,6,4,6,4, 0
16,54,3113701,10801,443,49176,0,5,6,5,6, 0
17,590,10801,3113701,49176,443,0,7,5,7,5, 0
18,54,3113701,10801,443,49176,0,6,7,6,7, 0
19,144,10801,3113701,49176,443,0,8,6,8,6, 0
20,54,3113701,10801,443,49176,0,7,8,7,8, 0
21,3990,104754543,10801,443,40112,0,3,3,3,3, 0
22,54,10801,104754543,40112,443,0,4,3,4,3, 0
23,180,10801,104754543,40112,443,0,5,3,5,3, 0
24,54,104754543,10801,443,40112,0,4,5,4,5, 0
25,590,10801,104754543,40112,443,0,6,4,6,4, 0
26,54,104754543,10801,443,40112,0,5,6,5,6, 0
27,590,10801,104754543,40112,443,0,7,5,7,5, 0
28,54,104754543,10801,443,40112,0,6,7,6,7, 0
29,362,10801,104754543,40112,443,0,8,6,8,6, 0
30,54,104754543,10801,443,40112,0,7,8,7,8, 0
31,312,104754543,10801,443,40112,0,8,8,8,8, 0
32,312,3113701,10801,443,49176,0,8,8,8,8, 0
33,54,10801,104754543,40112,443,0,9,8,9,8, 0
34,54,10801,3113701,49176,443,0,9,8,9,8, 0
35,1233,3113701,10801,443,49176,0,9,9,9,9, 0
36,54,10801,3113701,49176,443,0,10,9,10,9, 0
37,941,104754543,10801,443,40112,0,9,9,9,9, 0
38,54,10801,104754543,40112,443,0,10,9,10,9, 0
39,74,10801,2321212199,45454,443,0,1,0,1,0, 0
40,54,2321212199,10801,443,45454,0,1,1,1,1, 0
41,54,10801,2321212199,45454,443,0,2,1,2,1, 0
42,243,10801,2321212199,45454,443,0,3,1,3,1, 0
43,54,2321212199,10801,443,45454,0,2,3,2,3, 0
44,74,10801,1377160237,48446,443,0,1,0,1,0, 0
45,54,1377160237,10801,443,48446,0,1,1,1,1, 0
46,74,10801,1377160237,48448,443,0,1,0,2,1, 0
47,54,1377160237,10801,443,48448,0,1,1,2,2, 0
48,590,10801,3113701,49176,443,0,11,9,11,9, 0
49,54,3113701,10801,443,49176,0,10,11,10,11, 0
50,590,10801,3113701,49176,443,0,12,10,12,10, 0
51,54,3113701,10801,443,49176,0,11,12,11,12, 0
52,590,10801,3113701,49176,443,0,13,11,13,11, 0
53,54,3113701,10801,443,49176,0,12,13,12,13, 0
54,590,10801,3113701,49176,443,0,14,12,14,12, 0
55,54,3113701,10801,443,49176,0,13,14,13,14, 0
56,134,10801,3113701,49176,443,0,15,13,15,13, 0
57,54,3113701,10801,443,49176,0,14,15,14,15, 0
58,74,10801,1377160237,48450,443,0,1,0,3,2, 0
59,54,1377160237,10801,443,48450,0,1,1,3,3, 0
60,74,10801,1377160237,48452,443,0,1,0,4,3, 0
61,54,1377160237,10801,443,48452,0,1,1,4,4, 0
62,74,10801,3113701,49196,443,0,1,0,16,14, 0
63,54,3113701,10801,443,49196,0,1,1,15,16, 0
64,74,10801,1377160237,48456,443,0,1,0,5,4, 0
65,54,1377160237,10801,443,48456,0,1,1,5,5, 0
66,54,10801,1377160237,48446,443,0,2,1,6,5, 0
67,243,10801,1377160237,48446,443,0,3,1,7,5, 0
68,54,1377160237,10801,443,48446,0,2,3,6,7, 0
69,54,10801,1377160237,48448,443,0,2,1,8,6, 0
70,88,10801,3113701,49176,443,0,16,14,17,15, 0
71,54,3113701,10801,443,49176,0,15,16,16,17, 0
72,243,10801,1377160237,48448,443,0,3,1,9,6, 0
73,54,1377160237,10801,443,48448,0,2,3,7,9, 0
74,54,10801,1377160237,48450,443,0,2,1,10,7, 0
75,243,10801,1377160237,48450,443,0,3,1,11,7, 0
76,54,1377160237,10801,443,48450,0,2,3,8,11, 0
77,54,10801,1377160237,48452,443,0,2,1,12,8, 0
78,74,10801,104754543,40142,443,0,1,0,11,9, 0
79,54,104754543,10801,443,40142,0,1,1,10,11, 0
80,54,10801,3113701,49196,443,0,2,1,18,16, 0
81,243,10801,1377160237,48452,443,0,3,1,13,8, 0
82,54,1377160237,10801,443,48452,0,2,3,9,13, 0
83,234,10801,3113701,49196,443,0,3,1,19,16, 0
84,54,3113701,10801,443,49196,0,2,3,17,19, 0
85,54,10801,1377160237,48456,443,0,2,1,14,9, 0
86,243,10801,1377160237,48456,443,0,3,1,15,9, 0
87,54,1377160237,10801,443,48456,0,2,3,10,15, 0
88,54,10801,104754543,40142,443,0,2,1,12,10, 0
89,233,10801,104754543,40142,443,0,3,1,13,10, 0
90,54,104754543,10801,443,40142,0,2,3,11,13, 0
91,74,10801,2321214172,39648,443,0,1,0,1,0, 0
92,54,2321214172,10801,443,39648,0,1,1,1,1, 0
93,54,10801,2321214172,39648,443,0,2,1,2,1, 0
94,3832,2321212199,10801,443,45454,0,3,3,3,3, 0
95,54,10801,2321212199,45454,443,0,4,3,4,3, 0
96,229,10801,2321214172,39648,443,0,3,1,3,1, 0
97,54,2321214172,10801,443,39648,0,2,3,2,3, 0
98,3990,104754543,10801,443,40142,0,3,3,12,13, 0
99,74,10801,172217161162,49282,80,0,1,0,1,0, 0
100,54,172217161162,10801,80,49282,0,1,1,1,1, 0
101,54,10801,104754543,40142,443,0,4,3,14,12, 0
102,180,10801,2321212199,45454,443,0,5,3,5,3, 0
103,54,2321212199,10801,443,45454,0,4,5,4,5, 0
104,180,10801,104754543,40142,443,0,5,3,15,12, 0
105,54,104754543,10801,443,40142,0,4,5,13,15, 0
106,54,10801,172217161162,49282,80,0,2,1,2,1, 0
107,344,10801,2321212199,45454,443,0,6,4,6,4, 0
108,54,2321212199,10801,443,45454,0,5,6,5,6, 0
109,340,10801,104754543,40142,443,0,6,4,16,13, 0
110,54,104754543,10801,443,40142,0,5,6,14,16, 0
111,312,104754543,10801,443,40142,0,6,6,15,16, 0
112,272,10801,172217161162,49282,80,1,3,1,3,1, 0
113,54,172217161162,10801,80,49282,1,2,3,2,3, 0
