1,1,1,1,0.95555555,0.95652174,0,0,0,0,0,0,0,0,1
1,1,1,1,0.85185185,1,0,0,0,0,0,0,0,0,1
1,1,1,1,0.9037037,0.78260869,0,0,0,0,0,0,0,0,1
0.95,0.95,0.9,0.88235294,0.97777778,0.82608696,0,0,0,0,0,0,0,0,1
1,1,0.95,0.82352941,0.81481481,0.91304348,0,0,0,0,0,0,0,0,1
1,1,0.85,0.88235294,0.81481481,0.91304348,0,0,0,0,0,0,0,0,1
1,0.95,0.95,0.94117647,0.81481481,0.78260869,0,0,0,0,0,0,0,0,1
1,1,1,0.85294118,0.59259259,0.91304348,0,0,0,0,0,0,0,0,1
0.9,1,0.95,0.88235294,0.79259259,0.72173913,0,0,0,0,0,0,0,0,1
0,0.95,0.85,0.52941176,1,0.73913043,0,0,0,0,0,0,0,0,1
0.9,1,0.8,0.88235294,0.67407407,0.73913043,0,0,0,0,0,0,0,1,0
1,1,0.95,0.64705882,0.65925926,0.82608696,0,0,0,0,0,0,0,1,0
0.85,1,0.9,0.47058824,0.65185185,0.73913043,0,0,0,0,0,0,0,1,0
1,1,0.95,0.76470588,0.62222222,0.56521739,0,0,0,0,0,0,0,1,0
1,1,0.97,0.82352941,0.59259259,0.56521739,0,0,0,0,0,0,0,1,0
1,1,0.75,0.70588235,0.57037037,0.65217391,0,0,0,0,0,0,0,1,0
1,1,0.95,0.82352941,0.4962963,0.60869565,0,0,0,0,0,0,0,1,0
1,1,0.97,0.76470588,0.60740741,0.65217391,0,0,0,0,0,0,1,0,0
0.9,1,0.75,0.94117647,0.54074074,0.69565217,0,0,0,0,0,0,1,0,0
1,1,0.85,0.88235294,0.65185185,0.47826087,0,0,0,0,0,0,1,0,0
1,1,0.75,0.76470588,0.54074074,0.52173913,0,0,0,0,0,0,1,0,0
0.9,1,0.75,0.94117647,0.37037037,0.60869565,0,0,0,0,0,0,1,0,0
1,1,0.8,0.76470588,0.59259259,0.39130435,0,0,0,0,0,0,1,0,0
0.9,0.9,0.8,0.70588235,0.55555556,0.56521739,0,0,0,0,0,0,1,0,0
0.85,1,0.95,0.64705882,0.60740741,0.34782609,0,0,0,0,0,0,1,0,0
1,1,0.95,0.70588235,0.4962963,0.47826087,0,0,0,0,0,0,1,0,0
0.9,1,0.8,0.82352941,0.74074074,0.52173913,0,0,0,0,0,0,1,0,0
1,1,0.75,0.94117647,0.52592593,0.39130435,0,0,0,0,0,1,0,0,0
1,1,0.65,0.58823529,0.72592593,0.47826087,0,0,0,0,0,1,0,0,0
1,1,0.85,0.70588235,0.57037037,0.43478261,0,0,0,0,0,1,0,0,0
0.95,0.95,0.95,0.76470588,0.5037037,0.34782609,0,0,0,0,0,0,1,0,0
1,1,0.65,0.76470588,0.54814815,0.60869565,0,0,0,0,0,1,0,0,0
0.75,1,0.95,0.23529412,0.51111111,0.63478261,0,0,0,0,0,1,0,0,0
0,1,0.6,0.11764706,0.66666667,0.50434783,0,0,0,0,0,1,0,0,0
0.95,1,0.95,0.52941176,0.4962963,0.47826087,0,0,0,0,0,1,0,0,0
0.95,1,0.87,0.52941176,0.55555556,0.30434783,0,0,0,0,1,0,0,0,0
0.9,1,0.95,0.64705882,0.25925926,0.39130435,0,0,0,0,0,1,0,0,0
0.95,1,0.5,0.58823529,0.59259259,0.39130435,0,0,0,0,1,0,0,0,0
0.9,1,0,0,0.76296296,0.47826087,0,0,0,0,1,0,0,0,0
1,1,0.8,0,0.54074074,0.52173913,0,0,0,0,1,0,0,0,0
0.95,0.95,0.65,0.82352941,0.20740741,0.2173913,0,0,0,0,1,0,0,0,0
1,0.5,0.5,0.29411765,0.33333333,0.60869565,0,0,0,0,1,0,0,0,0
1,1,0.85,0.17647059,0.48148148,0.2173913,0,0,0,1,0,0,0,0,0
0.5,0.8,0.3,0.35294118,0.33333333,0.34782609,0,0,0,1,0,0,0,0,0
0.9,1,0.85,0.64705882,0.40740741,0.26086956,0,0,0,0,1,0,0,0,0
0.9,0.6,0.5,0.29411765,0.58518518,0.2,0,0,0,1,0,0,0,0,0
0.8,0.8,0.65,0.35294118,0.37037037,0.43478261,0,0,0,1,0,0,0,0,0
0.5,0.85,0.55,0,0.2962963,0.26086956,0,0,1,0,0,0,0,0,0
0.9,1,0,0.23529412,0.14814815,0.2173913,1,0,0,0,0,0,0,0,0
0.7,1,0.3,0,0.40740741,0,0,0,1,0,0,0,0,0,0
0,0,0,0.17647059,0.25925926,0.17391304,1,0,0,0,0,0,0,0,0
0,0,0,0,0.14814815,0.13043478,1,0,0,0,0,0,0,0,0
0,0,0,0,0.0962963,0.08695652,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0.5,0.58823529,0.44444444,0.67826087,0,0,0,0,0,1,0,0,0
0.7,1,0.9,1,0.9,0.9,0,0,0,0,0,0,0,0,1
1,1,1,0.9,0.86666667,0.83333333,0,0,0,0,0,0,0,0,1
0.9,0.9,1,0.95,0.86666667,0.86666667,0,0,0,0,0,0,0,0,1
0.8,0.9,1,0.95,0.96666667,0.76666667,0,0,0,0,0,0,0,0,1
1,0.9,1,1,0.86666667,0.8,0,0,0,0,0,0,0,0,1
1,0.9,1,0.85,0.66666667,1,0,0,0,0,0,0,0,0,1
0.8,1,0.95,0.85,1,0.7,0,0,0,0,0,0,0,1,0
0.9,1,0.8,0.85,0.83333333,0.86666667,0,0,0,0,0,0,0,1,0
0.9,0.9,0.95,0.9,0.9,0.73333333,0,0,0,0,0,0,0,1,0
0.5,1,1,0.9,0.83333333,0.76666667,0,0,0,0,0,0,0,1,0
0.6,1,0.95,0.9,0.9,0.66666667,0,0,0,0,0,0,0,1,0
1,0.9,1,1,0.9,0.53333333,0,0,0,0,0,0,0,1,0
0.9,0.9,1,0.95,0.86666667,0.56666667,0,0,0,0,0,0,1,0,0
0.7,0.9,1,0.85,0.86666667,0.4,0,0,0,0,0,0,1,0,0
0.5,0.5,0.6,0.9,0.96666667,0.46666667,0,0,0,0,0,0,1,0,0
0.9,0,0.5,0.8,0.9,0.7,0,0,0,0,0,0,1,0,0
0.7,0.8,0.5,0.5,0.83333333,0.56666667,0,0,0,0,0,0,1,0,0
1,0.9,0.7,0,0.7,0.63333333,0,0,0,0,0,0,1,0,0
0.6,0.9,0.75,0.85,0.5,0.46666667,0,0,0,0,0,0,1,0,0
0.3,0.65,0.75,1,0.36666667,0.53333333,0,0,0,0,0,1,0,0,0
0.2,0.5,1,0.65,0.4,0.5,0,0,0,0,0,1,0,0,0
0.7,0.5,0.35,0.5,0.43333333,0.66666667,0,0,0,0,0,1,0,0,0
0.7,0.25,0.4,0.25,0.66666667,0.46666667,0,0,0,0,0,1,0,0,0
0.6,0.25,0.3,0.25,0.63333333,0.46666667,0,0,0,0,1,0,0,0,0
0,0.75,0.75,0.8,0.1,0.33333333,0,0,0,0,1,0,0,0,0
0.3,0.5,0.5,0,0.36666667,0.4,0,0,0,0,1,0,0,0,0
0,0,0,0,0.6,0.46666667,0,0,0,1,0,0,0,0,0
0,0,0,0,0.26666667,0.7,0,0,0,1,0,0,0,0,0
0,0,0,0,0.73333333,0.23333333,0,0,0,1,0,0,0,0,0
0.8,0.5,0,0,0.26666667,0.26666667,0,0,0,1,0,0,0,0,0
0,0.7,0,0.5,0.1,0.3,0,0,0,1,0,0,0,0,0
0,0,0.4,0.05,0.33333333,0.3,0,0,0,1,0,0,0,0,0
0,0,0,0,0.53333333,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0.3,0.3,0,1,0,0,0,0,0,0,0
0.5,0,0,0,0.1,0.16666667,0,1,0,0,0,0,0,0,0
0,0,0,0,0.33333333,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0.13333333,0.16666667,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.88888889,0.9,1,0.89203085,0.8696219,0,0,0,0,0,0,0,0,1
1,1,0.7,0.88888889,0.89203085,0.73924381,0,0,0,0,0,0,0,0,1
0.8,0.77777778,0.7,0.88888889,0.89203085,0.69491525,0,0,0,0,0,0,0,0,1
0.6,0.88888889,0.9,0.88888889,0.71465296,0.73924381,0,0,0,0,0,0,0,0,1
0.9,0.88888889,0.7,0.88888889,0.89203085,0.69491525,0,0,0,0,0,0,0,0,1
0.9,1,0.8,0.66666667,0.71465296,0.78226858,0,0,0,0,0,0,0,0,1
1,1,0.9,0.77777778,0.79177378,0.78226858,0,0,0,0,0,0,0,0,1
